PDB_File,CDRH1,CDRH2,CDRH3,CDRL1,CDRL2,CDRL3
AF3_rank0.pdb,93.92969696969695,91.42392857142859,84.97677419354837,88.54699999999994,94.46545454545453,93.42301369863016
AF3_rank1.pdb,94.29409090909091,91.36928571428572,86.7788172,89.47677777777781,95.06181818181818,93.91986301369863
AF3_rank2.pdb,93.88848484848488,91.13249999999998,85.17827956989247,88.29544444444443,94.51227272727274,93.39671232876715
AF3_rank3.pdb,93.99893939393938,91.56553571,86.36397849462367,89.20811111,94.90272727272726,93.89260273972602
AF3_rank4.pdb,93.90515151515153,91.34303571,85.20311827956985,88.34133333333332,94.39409091,93.49972602739723
S11-t231-rank3-energyminimized-AF2rank.pdb,94.23469696969698,94.95749999999994,92.33688172043007,95.02588888888883,96.90227273,95.50931506849305
S11-t231-rank3-energyminimized.pdb,15,15,15,15,15,15
T231_CFv2dropoutnotemplateseed4rec9_f0f76_relaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb,94.08508197,93.22392523,89.19763005780345,91.29028735632173,95.22775510204085,92.83664233576624
T231_CFv2dropoutnotemplateseed4rec9_f0f76_relaxed_rank_002_alphafold2_multimer_v2_model_1_seed_002.pdb,93.84655737704942,93.01551401869166,89.09982658959555,91.96551724137923,95.43510204081632,93.18788321
T231_CFv2dropoutnotemplateseed4rec9_f0f76_relaxed_rank_003_alphafold2_multimer_v2_model_5_seed_002.pdb,93.66270492,92.88514018691575,88.90485549132967,91.62241379,95.34816327,93.00693430656938
T231_CFv2dropoutnotemplateseed4rec9_f0f76_relaxed_rank_004_alphafold2_multimer_v2_model_5_seed_000.pdb,93.87278688524576,93.52009345794389,88.61439306,91.23816091954029,95.10204081632654,92.65897810218974
T231_CFv2dropoutnotemplateseed4rec9_f0f76_relaxed_rank_005_alphafold2_multimer_v2_model_3_seed_000.pdb,93.44803278688529,93.69429906542044,88.80364161849702,90.67793103448292,95.06285714,91.89182481751834
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_001_alphafold2_multimer_v2_model_1_seed_000.pdb,94.12621212121205,93.14589285714281,89.21623655913984,91.23866666666666,95.36863636363636,92.91260274
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_002_alphafold2_multimer_v2_model_1_seed_002.pdb,93.87681818,92.92607142857146,89.11473118279557,91.89655555555548,95.55863636363637,93.26945205479453
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_003_alphafold2_multimer_v2_model_5_seed_002.pdb,93.69454545454548,92.77089286,88.90225806451599,91.53077777777784,95.48227272727273,93.08095890410965
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_004_alphafold2_multimer_v2_model_5_seed_000.pdb,93.90803030303033,93.43178571428572,88.62376344086022,91.16977777777782,95.25818182,92.73657534246568
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_005_alphafold2_multimer_v2_model_3_seed_000.pdb,93.47651515,93.61142857142863,88.80021505,90.63433333333322,95.19454545454549,91.94684931506855
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_006_alphafold2_multimer_v2_model_3_seed_002.pdb,93.41409090909094,92.49625000000005,87.98505376344099,90.77444444,94.70636363636366,92.49424657534247
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_007_alphafold2_multimer_v2_model_2_seed_002.pdb,93.67106060606055,93.05285714285715,88.63139785,91.07211111111116,95.43545454545456,92.76945205479453
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_008_alphafold2_multimer_v2_model_5_seed_003.pdb,93.52000000000005,93.38392857142858,88.51107526881721,91.27933333333328,95.44090909,92.98082191780821
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_009_alphafold2_multimer_v2_model_1_seed_003.pdb,93.27015151515151,93.45,89.0183871,91.00488889,95.20318181818185,92.25958904109604
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_010_alphafold2_multimer_v2_model_2_seed_003.pdb,93.03727272727272,93.09017857142854,88.06956989247307,90.79644444444448,95.28545454545451,92.59534246575342
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_011_alphafold2_multimer_v2_model_4_seed_000.pdb,93.40560606060612,93.58410714285715,87.09397849462364,90.61877778,94.56818181818181,91.99958904109596
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_012_alphafold2_multimer_v2_model_4_seed_002.pdb,93.42181818181828,92.87053571,88.43107526881728,91.23855555555551,95.13227272727273,92.59808219178088
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_013_alphafold2_multimer_v2_model_5_seed_001.pdb,93,93.76714286,89.90666666666662,91.15100000000008,95.65409090909088,92.56452054794514
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_014_alphafold2_multimer_v2_model_1_seed_001.pdb,92.98000000000005,92.97928571428577,89.73419354838722,90.94611111111122,95.38636363636364,92.24328767123295
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_015_alphafold2_multimer_v2_model_4_seed_003.pdb,92.94136363636366,93.46785714285711,88.24043010752689,91.27299999999998,95.26590909090909,92.91424657534253
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_016_alphafold2_multimer_v2_model_3_seed_001.pdb,92.98045454545455,93.49946428571425,89.41946236559146,90.50900000000009,95.19681818,91.65424657534255
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_017_alphafold2_multimer_v2_model_3_seed_003.pdb,93.49712121212121,94.14982142857143,88.94634408602168,90.88433333333327,95.20545454545454,91.93123287671226
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_018_alphafold2_multimer_v2_model_2_seed_001.pdb,93.39939393939386,93.70857142857149,91.27795698924727,90.90144444444446,96.08545454545452,92.74205479452056
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_019_alphafold2_multimer_v2_model_4_seed_001.pdb,93.21590909090911,93.84857142857153,90.10849462365591,91.54922222,95.53000000000002,92.21534246575351
T231_CFv2dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_020_alphafold2_multimer_v2_model_2_seed_000.pdb,94.42469696969702,94.80660714285716,91.04838709677419,91.36233333333324,95.91727272727276,92.72794520547946
T231_CFv3dropoutnotemplateseed2rec21_f0f76_relaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.33360655737688,93.72355140186899,91.01705202312145,91.70747126436791,95.61020408,93.90386861313874
T231_CFv3dropoutnotemplateseed2rec21_f0f76_relaxed_rank_002_alphafold2_multimer_v3_model_3_seed_001.pdb,92.31188524590173,91.82813084,87.79479768786136,89.89281609195419,94.21897959183678,91.77459854014592
T231_CFv3dropoutnotemplateseed2rec21_f0f76_relaxed_rank_003_alphafold2_multimer_v3_model_1_seed_001.pdb,94.40795081967207,93.76710280373823,89.58445086705197,91.62425287356318,95.46673469387757,93.90343065693432
T231_CFv3dropoutnotemplateseed2rec21_f0f76_relaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,92.95459016,92.10532710280377,88.59838150288986,89.12132183908038,94.11040816326533,91.91007299270056
T231_CFv3dropoutnotemplateseed2rec21_f0f76_relaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,92.77860655737707,92.40457943925242,86.71699421965316,90.10534482758611,94.39326530612242,92.28678832116766
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_000.pdb,94.3580303,93.62160714285719,91.05376344,91.63955556,95.75318181818187,93.95780821917802
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_002_alphafold2_multimer_v3_model_3_seed_001.pdb,92.34590909090903,91.71660714285711,87.80634408602148,89.80999999999999,94.38409090909089,91.83438356
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_001.pdb,94.43151515,93.68250000000008,89.63870967741939,91.57422222222225,95.61499999999997,93.94835616
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_004_alphafold2_multimer_v3_model_5_seed_000.pdb,92.98606061,91.97892857142858,88.60591397849477,89.03222222222229,94.32318181818181,91.96602739726036
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_005_alphafold2_multimer_v3_model_2_seed_000.pdb,92.81575757575749,92.29446428571433,86.70967741935488,90.01444444444452,94.57272727272729,92.35945205479462
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_006_alphafold2_multimer_v3_model_3_seed_000.pdb,93.27818181818182,91.83964285714283,89.72354838709684,89.75322222222225,94.84909090909088,92.41452054794527
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_007_alphafold2_multimer_v3_model_4_seed_001.pdb,92.79196969696962,91.97678571428573,88.64000000000004,89.99466666666673,94.68818181818183,91.50424657534256
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_008_alphafold2_multimer_v3_model_2_seed_001.pdb,92.39045455,91.54428571428569,88.67032258064522,89.76577777777766,94.46363636,92.06369863013703
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_009_alphafold2_multimer_v3_model_1_seed_000.pdb,93.03606060606067,92.40660714285717,88.04913978494616,90.51222222,95.16272727,93.11767123287672
T231_CFv3dropoutnotemplateseed2rec21_f0f76_unrelaxed_rank_010_alphafold2_multimer_v3_model_5_seed_001.pdb,93.38242424242421,92.83142857142862,89.71892473,90.57066666666668,94.74090909090908,92.79986301369865
T231_CFv3dropoutnotemplateseed4rec9_f0f76_relaxed_rank_001_alphafold2_multimer_v3_model_4_seed_003.pdb,94.04090163934406,93.08485981308407,90.04861271676299,91.48218390804605,95.41673469387752,93.52854014598547
T231_CFv3dropoutnotemplateseed4rec9_f0f76_relaxed_rank_002_alphafold2_multimer_v3_model_4_seed_002.pdb,94.00532786885259,92.89056074766354,90.1616763,91.69517241379303,95.23020408163264,93.46218978
T231_CFv3dropoutnotemplateseed4rec9_f0f76_relaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003.pdb,93.24934426229491,92.49214953271017,87.23445086705196,90.66304597701149,95.0444898,92.87394160583932
T231_CFv3dropoutnotemplateseed4rec9_f0f76_relaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,94.28762295081962,93.72355140186899,90.96173410404644,91.67655172413818,95.58326531,93.88547445255463
T231_CFv3dropoutnotemplateseed4rec9_f0f76_relaxed_rank_005_alphafold2_multimer_v3_model_5_seed_003.pdb,92.65049180327854,92.40644859813094,86.82433526011549,89.92729885057497,94.45183673469387,92.15248175182471
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_001_alphafold2_multimer_v3_model_4_seed_003.pdb,94.06515152,92.94785714285715,90.05602150537632,91.41744444,95.55772727272723,93.60643836
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_002_alphafold2_multimer_v3_model_4_seed_002.pdb,94.02515151515156,92.77732143,90.14892473118277,91.62966666666667,95.37318182,93.51684931506846
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_003_alphafold2_multimer_v3_model_1_seed_003.pdb,93.27939393939397,92.40000000000005,87.28978494623664,90.59066666666672,95.19454545454549,92.92493151
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_004_alphafold2_multimer_v3_model_4_seed_000.pdb,94.31166666666668,93.62160714285719,90.99989247311818,91.60622222,95.72863636,93.93890410958903
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_005_alphafold2_multimer_v3_model_5_seed_003.pdb,92.68560606060612,92.29964285714289,86.86000000000007,89.85144444444441,94.62772727272723,92.20767123287673
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_006_alphafold2_multimer_v3_model_1_seed_002.pdb,93.18712121212123,92.19464285714282,86.4455914,90.41044444444445,95.34863636363634,93.01109589041106
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_007_alphafold2_multimer_v3_model_5_seed_002.pdb,92.92500000000001,92.00125000000001,86.49440860215053,90.521,94.50136364,92.53205479
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_008_alphafold2_multimer_v3_model_3_seed_003.pdb,92.58530303030298,91.95571428571438,87.10580645161295,89.85733333333339,94.66772727272732,92.28054794520553
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_009_alphafold2_multimer_v3_model_2_seed_002.pdb,92.81878787878786,92.10964285714287,86.11526881720428,90.34766666666664,94.51818181818182,92.48
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_010_alphafold2_multimer_v3_model_3_seed_001.pdb,92.34590909090903,91.71660714285711,87.80634408602148,89.80999999999999,94.38409090909089,91.83438356
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_011_alphafold2_multimer_v3_model_2_seed_003.pdb,92.16075758,91.62250000000004,85.19075268817194,89.90588889,94.69954545,92.02027397260265
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_012_alphafold2_multimer_v3_model_1_seed_001.pdb,94.43151515,93.68250000000008,89.63870967741939,91.57422222222225,95.61499999999997,93.94835616
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_013_alphafold2_multimer_v3_model_5_seed_000.pdb,92.98606061,91.97892857142858,88.60591397849477,89.03222222222229,94.32318181818181,91.96602739726036
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_014_alphafold2_multimer_v3_model_2_seed_000.pdb,92.81575757575749,92.29446428571433,86.70967741935488,90.01444444444452,94.57272727272729,92.35945205479462
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_015_alphafold2_multimer_v3_model_3_seed_000.pdb,93.27818181818182,91.83964285714283,89.72354838709684,89.75322222222225,94.84909090909088,92.41452054794527
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_016_alphafold2_multimer_v3_model_4_seed_001.pdb,92.79196969696962,91.97678571428573,88.64000000000004,89.99466666666673,94.68818181818183,91.50424657534256
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_017_alphafold2_multimer_v3_model_2_seed_001.pdb,92.39045455,91.54428571428569,88.67032258064522,89.76577777777766,94.46363636,92.06369863013703
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_018_alphafold2_multimer_v3_model_1_seed_000.pdb,93.03606060606067,92.40660714285717,88.04913978494616,90.51222222,95.16272727,93.11767123287672
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_019_alphafold2_multimer_v3_model_3_seed_002.pdb,92.52787878787892,91.63892857142852,88.32311827956984,90.36055555555565,95.07500000000005,93.18136986301361
T231_CFv3dropoutnotemplateseed4rec9_f0f76_unrelaxed_rank_020_alphafold2_multimer_v3_model_5_seed_001.pdb,93.38242424242421,92.83142857142862,89.71892473,90.57066666666668,94.74090909090908,92.79986301369865
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_001_alphafold2_multimer_v1_model_1_seed_000.pdb,96.03348484848495,96.35250000000005,93.32645161290327,95.36222222,96.85318181818182,96.11767123287684
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_002_alphafold2_multimer_v1_model_5_seed_000.pdb,96.03772727272728,96.22124999999998,93.53322580645161,95.67788888888893,96.71636363636367,96.22958904109595
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_003_alphafold2_multimer_v1_model_4_seed_001.pdb,95.92621212121217,96.20446428571434,93.30172043010747,95.53822222222225,96.56272727272726,95.88671232876709
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_004_alphafold2_multimer_v1_model_3_seed_000.pdb,95.70090909090922,96.00107143,91.04376344086013,94.73300000000013,96.79909090909092,95.68232876712328
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_005_alphafold2_multimer_v1_model_4_seed_000.pdb,95.99227272727266,96.27017857142859,94.72139784946233,95.62311111111109,96.65363636363641,95.86095890410965
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_006_alphafold2_multimer_v1_model_1_seed_001.pdb,95.83530303030307,96.28999999999995,92.32838709677411,95.18555555555557,96.65727272727271,95.68958904109593
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_007_alphafold2_multimer_v1_model_3_seed_001.pdb,95.68075757575758,95.90160714,89.47935484,94.46266667,96.71227273,95.25301369863027
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_008_alphafold2_multimer_v1_model_2_seed_000.pdb,95.58893939393943,95.89232142857135,90.64172043010753,95.21899999999997,96.46090909090911,95.70082191780824
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_009_alphafold2_multimer_v1_model_2_seed_001.pdb,95.83545454545464,96.09875000000007,94.51075268817208,95.12211111111117,96.36636363636363,95.27000000000008
paired_T231_CF_v1notemplatedropoutseed2rec21_f0f76_unrelaxed_rank_010_alphafold2_multimer_v1_model_5_seed_001.pdb,95.92984848484845,96.12964285714288,92.88741935483868,95.32688888888885,96.42909090909089,95.68890410958919
t231CFv1dropoutnotemplateseed4_f0f76_relaxed_rank_001_alphafold2_multimer_v1_model_3_seed_000.pdb,94.53590163934413,94.59551401869167,89.56942196531786,92.62155172,95.34244897959181,93.34175182481759
t231CFv1dropoutnotemplateseed4_f0f76_relaxed_rank_002_alphafold2_multimer_v1_model_2_seed_000.pdb,94.89204918032776,94.94719626168231,91.29011560693634,93.64672413793105,95.22530612,93.84795620437961
t231CFv1dropoutnotemplateseed4_f0f76_relaxed_rank_003_alphafold2_multimer_v1_model_2_seed_001.pdb,94.55770491803267,94.88654206,90.06861271676297,93.78942528735647,95.27918367346938,94.12729927007281
t231CFv1dropoutnotemplateseed4_f0f76_relaxed_rank_004_alphafold2_multimer_v1_model_3_seed_001.pdb,94.37286885245906,94.53289719626179,89.06069364161833,92.55362068965516,95.43122449,93.42693430656942
t231CFv1dropoutnotemplateseed4_f0f76_relaxed_rank_005_alphafold2_multimer_v1_model_5_seed_000.pdb,95.59139344,95.62934579439249,91.87132947976887,94.39022988505744,95.76061224489793,94.48051094890525
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_001_alphafold2_multimer_v1_model_3_seed_000.pdb,94.53893939393934,94.49910714285707,89.61086021505376,92.59588888888901,95.40727272727271,93.41260273972605
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_002_alphafold2_multimer_v1_model_2_seed_000.pdb,94.895,94.88125,91.33032258064529,93.63711111111103,95.27954545,93.93767123287674
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_003_alphafold2_multimer_v1_model_2_seed_001.pdb,94.55666666666664,94.83857142857146,90.07440860215051,93.78499999999998,95.34499999999998,94.19726027397267
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_004_alphafold2_multimer_v1_model_3_seed_001.pdb,94.37287878787883,94.45624999999991,89.08344086021512,92.54133333333343,95.50681818181819,93.48835616438349
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_005_alphafold2_multimer_v1_model_5_seed_000.pdb,95.59212121212117,95.57107142857146,91.90634408602148,94.36266666666666,95.80000000000001,94.53013698630132
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_006_alphafold2_multimer_v1_model_4_seed_001.pdb,94.96303030303038,95.27785714285717,91.29569892473103,94.47144444444443,95.61272727272727,94.80849315068502
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_007_alphafold2_multimer_v1_model_2_seed_002.pdb,94.66409090909093,94.89625,90.49139784946239,93.90633333333331,95.54136363636366,93.93904109589042
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_008_alphafold2_multimer_v1_model_3_seed_002.pdb,94.28060606060596,94.57642857142862,88.55731183,92.59622222222227,95.49409090909093,92.6860274
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_009_alphafold2_multimer_v1_model_4_seed_000.pdb,95.36803030303038,95.42624999999998,92.76935483870962,93.79899999999992,95.52,94.01972602739727
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_010_alphafold2_multimer_v1_model_2_seed_003.pdb,94.40393939393942,94.73232142857152,90.64913978494627,93.67400000000002,95.47863636363633,93.73246575
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_011_alphafold2_multimer_v1_model_5_seed_001.pdb,94.99090909090908,95.30803571428581,89.39548387,93.75788888888896,95.38090909090907,94.05739726027407
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_012_alphafold2_multimer_v1_model_1_seed_000.pdb,95.24212121212116,95.38392857142856,91.2683871,93.79699999999995,95.74136363636363,94.09753425
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_013_alphafold2_multimer_v1_model_3_seed_003.pdb,93.73303030303036,93.98946428571423,87.02720430107522,91.89322222222222,95.29499999999997,91.95657534
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_014_alphafold2_multimer_v1_model_1_seed_001.pdb,94.78287878787881,95.23178571428562,89.67279569892473,93.86933333333333,95.71000000000002,94.54602739726025
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_015_alphafold2_multimer_v1_model_4_seed_003.pdb,94.71499999999992,95.11089285714279,91.24559139784938,94.30866666666661,95.69318181818181,94.07863013698626
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_016_alphafold2_multimer_v1_model_5_seed_003.pdb,94.91378787878787,95.15446429,90.95161290322575,93.58844444444445,95.53363636363639,93.47424657534242
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_017_alphafold2_multimer_v1_model_4_seed_002.pdb,95.09954545454549,95.32464285714282,92.02053763440856,94.62133333333334,95.77590909090905,94.47643835616434
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_018_alphafold2_multimer_v1_model_1_seed_002.pdb,94.77106060606056,95.26803571428569,90.63397849462363,93.99144444444444,95.84727272727268,93.90890411
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_019_alphafold2_multimer_v1_model_1_seed_003.pdb,94.49939393939377,94.86482142857149,90.60494624,93.53433333333331,95.80000000000001,93.88438356164392
t231CFv1dropoutnotemplateseed4_f0f76_unrelaxed_rank_020_alphafold2_multimer_v1_model_5_seed_002.pdb,95.16969696969701,95.34500000000001,91.29989247311833,94.45777777777779,95.75045454545457,94.19712328767126
t231CFv1dropoutnotemplateseed4rec21_f0f76_relaxed_rank_001_alphafold2_multimer_v1_model_3_seed_002.pdb,94.47254098360679,94.55429906542054,88.25884393063572,93.49718390804578,96.03387755102035,94.07291971
t231CFv1dropoutnotemplateseed4rec21_f0f76_relaxed_rank_002_alphafold2_multimer_v1_model_3_seed_001.pdb,94.58434426229518,94.48429906542064,88.17554913294802,92.87867816091968,95.79734694,93.67642335766422
t231CFv1dropoutnotemplateseed4rec21_f0f76_relaxed_rank_003_alphafold2_multimer_v1_model_3_seed_003.pdb,94.61327868852447,94.46813084112141,88.54855491329482,92.98563218390797,96.02775510204083,93.82854014598527
t231CFv1dropoutnotemplateseed4rec21_f0f76_relaxed_rank_004_alphafold2_multimer_v1_model_3_seed_000.pdb,94.51254098360663,94.55710280373843,88.99491329479785,92.82166666666677,95.62897959183671,93.64576642335747
t231CFv1dropoutnotemplateseed4rec21_f0f76_relaxed_rank_005_alphafold2_multimer_v1_model_4_seed_003.pdb,95.45295081967228,95.73747663551411,92.72913294797674,95.06045977011495,96.13265306,95.29423357664221
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_001_alphafold2_multimer_v1_model_3_seed_002.pdb,94.47969696969692,94.45625000000003,88.26978494623663,93.46888888888894,96.07636363636365,94.13315068493148
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_002_alphafold2_multimer_v1_model_3_seed_001.pdb,94.58939393939391,94.38839285714282,88.21064516129033,92.86477777777768,95.84272727272727,93.73753424657532
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_003_alphafold2_multimer_v1_model_3_seed_003.pdb,94.61772727272722,94.37017857142861,88.57935483870965,92.96533333333335,96.07363636363638,93.88616438356172
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_004_alphafold2_multimer_v1_model_3_seed_000.pdb,94.51969696969704,94.46535714285714,88.90946236559135,92.79599999999994,95.68045454545451,93.71589041095906
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_005_alphafold2_multimer_v1_model_4_seed_003.pdb,95.45227272727263,95.69160714285702,92.77118279569899,95.05533333,96.15318181818184,95.32589041095892
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_006_alphafold2_multimer_v1_model_2_seed_000.pdb,95.08484848484848,95.12035714285706,90.94967741935487,94.10255556,95.81727272727272,94.45890410958893
t231CFv1dropoutnotemplateseed4rec21_f0f76_unrelaxed_rank_007_alphafold2_multimer_v1_model_2_seed_003.pdb,95.00409090909096,95.09874999999995,91.66053763440864,94.18644444,95.84999999999997,94.49342465753429
